Date,Description,Additions,Subtractions
01/09/2025,'Preauthorized Wd TECH CARGO LLC ACH 250109 001718270000100,,13615.67
01/09/2025,'Preauthorized Wd TECH CARGO LLC ACH 250109 001718270000032,,27215.00
01/09/2025,Check 2460 000007077560870,,1100.00
01/10/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250110 11158200857 021000026517083,17000.00,
01/10/2025,'Wire Transfer-in C-POST INTERNATION C-POST INTERNATION AL N V 000000000000076,7960.81,
01/10/2025,'Intl Wire Xfer Debit TECH CARGO AND LOG TECH CARGO AND LOG ISTIC SL 000000000000373,,2662.26
01/10/2025,'Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E38933825\ 028000083854535,,650.10
01/10/2025,'Preauthorized Wd MAERSK A/S 4360006847 250109 004360006847 111000026937705,,1700.00
01/10/2025,'Preauthorized Wd MAGAYA ACH 7868459150 250110 0090000496 026073188827653,,2821.16
01/10/2025,'Preauthorized Wd TECH CARGO LLC ACH 250110 001718450000114,,1380.00
01/10/2025,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000474,,20244.00
01/10/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000473,,70977.00
01/10/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,22365.54
01/13/2025,'Preauthorized Credit ISO TOOLS LLC SENDER 250113 766076632 113000029083556,5445.25,
01/13/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250113 021214890481303,,2740.00
01/13/2025,'Preauthorized Wd MASS MUTUAL INS. PREMIUM 250113 021000029131606,,107.89
01/13/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250110 BATCH 6639759 081000602293655,,177.03
01/13/2025,Check 2462 000007077846310,,3697.00
01/14/2025,'Preauthorized Credit NOVACT CORPORATI ACH PMT 17412-17419 021000024921882,5248.80,
01/14/2025,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17649 - 17672 021000024946887,29364.54,
01/14/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250113 BATCH 6645500 081000604036865,,530.68
01/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250114 001715380000058,,1100.00
01/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250114 001715380000093,,3570.00
01/14/2025,Check 2461 000007077980050,,74400.00
01/14/2025,'Online Domestic Wire MYD TRADING LLCJPM MYD TRADING LLC 000000000000404,,34897.09
01/15/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250115 00727565 028000087023530,2625.00,
01/15/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250115 11158484292 021000028601946,5000.00,
01/15/2025,'Wire Transfer-in ICL FREIGHT SAFACE ICL FREIGHT SA 000000000000009,1389.50,
01/15/2025,Deposit 000007187728360,5035.00,
01/15/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250114 BATCH 6654956 081000605577568,,175.00
01/15/2025,'Preauthorized Wd ECUWORLDWIDE WEBPAYMENT 250115 091000017466208,,615.02
01/15/2025,Check 2463 000007078062510,,2250.00
01/16/2025,'Preauthorized Credit GLOBAL CARGO AND ACH CREDIT 250116 053101124205472,5200.00,
01/16/2025,'Preauthorized Credit TECH CARGO LLC ACH PMT TRASPASO 021000028177975,16816.50,
01/16/2025,Deposit 000007187729400,1000.00,
01/16/2025,'Wire Transfer-in TECH CARGO LLCO/B TECH CARGO LLC 000000000000513,5407.40,
01/16/2025,Deposit 000007187729420,106460.00,
01/16/2025,'Preauthorized Wd MAERSK A/S 4380007136 250115 004380007136 111000022815338,,803.00
01/16/2025,'Preauthorized Wd MAERSK A/S 4380007164 250115 004380007164 111000027664972,,5540.00
01/16/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250116 BATCH 6658970 081000607029730,,66307.74
01/16/2025,'Preauthorized Wd TECH CARGO LLC ACH 250116 001703550000008,,1665.30
01/16/2025,'Preauthorized Wd TECH CARGO LLC ACH 250116 001703550000098,,24.10
01/16/2025,'Preauthorized Wd TECH CARGO LLC ACH 250116 001703550000137,,698.00
01/16/2025,'Online Domestic Wire KRG LOGISTICS URUG KRG LOGISTICS URUG UAY SAS 000000000000282,,5407.40
01/17/2025,'Preauthorized Credit PAYCARGO ACHPAYMENT 250116 BATCH 6666843 081000608583197,675.00,
01/17/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250117 11158891404 021000029062151,3000.00,
01/17/2025,'Preauthorized Credit SPACE PLUS USA L SENDER 250117 767079458 113000029403359,14847.03,
01/17/2025,Deposit 000007187758370,27600.00,
01/17/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250116 BATCH 6663397 081000608582073,,345.00
01/17/2025,Check 2447 000007111335040,,105.00
01/17/2025,'Online Intl Wire ENERGY FREIGHT FOR ENERGY FREIGHT FOR WARDING LTD 000000000000019,,1065.77
01/17/2025,'Online Intl Wire KRG LOGISTICS URUG KRG LOGISTICS URUG UAY SAS 000000000000018,,5407.40
01/17/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
01/21/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250121 00728274 028000084571216,1575.00,
01/21/2025,'Wire Transfer-in 1/DIST. DE MAQUINA 1/DIST. DE MAQUINA S DE COSER SOCIE 000000000000040,2162.54,
01/21/2025,'Wire Transfer-in LEXIMP LOGISTIC SA LEXIMP LOGISTIC SA S 000000000000541,2763.00,
01/21/2025,Deposit 000007187794330,7307.10,
01/21/2025,Deposit 000007187795570,13476.09,
01/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250121 001725190000022,,10380.00
01/21/2025,Check 2465 000007111434100,,2000.00
01/21/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000760,,40300.00
01/21/2025,'Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000759,,56656.21
01/22/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250122 11159204107 021000026040747,1000.00,
01/22/2025,Credit Memo ADV FROM LN 70070017436-10102 256000122134145,80000.00,
01/22/2025,'Wire Transfer-in 1/INVERSIONES JG L 1/INVERSIONES JG L LC 000000000000042,1076.50,
01/22/2025,'Wire Transfer-in 1/FLORIDA TRAFFIC 1/FLORIDA TRAFFIC SUPPLY LLC 000000000000475,2954.49,
01/22/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250122 021214893599029,,2927.70
01/22/2025,'Preauthorized Wd MAERSK A/S 4320007033 250121 004320007033 111000027581238,,3175.00
01/22/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250121 BATCH 6676333 081000602219259,,414.30
01/22/2025,'Preauthorized Wd VISA PAYMENT 250122 091000014251341,,8902.11
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000030,,150.00
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000022,,156.40
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000079,,72.50
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000050,,77.50
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000061,,405.47
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000068,,2115.00
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000049,,38380.00
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000116,,1180.68
01/22/2025,'Preauthorized Wd TECH CARGO LLC ACH 250122 001726500000097,,2757.50
01/22/2025,'Online Intl Wire ITFA INTERNATIONAL ITFA INTERNATIONAL TRADE FORFAITING 000000000000513,,1565.00
01/22/2025,'Online Intl Wire BOSMARTRANSUARASIT BOSMARTRANSUARASIT ASVELOJTICLTDSTI. 000000000000512,,5369.00
01/22/2025,'Online Domestic Wire ANOVA MARINE INSUR ANOVA MARINE INSUR ANCE SERVICES LL 000000000000510,,7345.43
01/22/2025,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000511,,33721.00
01/23/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250123 11159386033 021000020076289,2000.00,
01/23/2025,Check 2464 000007111544490,,1020.00
01/23/2025,Maintenance Fee ANALYSIS ACTIVITY FOR 12/24 000000000000000,,593.58
01/23/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,37904.10
01/24/2025,'Preauthorized Credit A & M GLOBAL SOL ACH PMT PAYMENT INV 17461- 17463-17530-17658 021000023755557,7608.48,
01/24/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250124 768192348 113000029715908,25336.36,
01/24/2025,'Preauthorized Credit INTERLINK MARKET PAYMENT PAYMENT FOR INVOIC E 17788 043000092607186,6660.05,
01/24/2025,'Wire Transfer-in GRAAHO TECHNOLOGIE GRAAHO TECHNOLOGIE S LLC 000000000000371,1015.00,
01/24/2025,'Wire Transfer-in 1/ISO TOOLS LLC532 1/ISO TOOLS LLC 000000000000469,16000.00,
01/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250124 001703250000003,,3324.65
01/24/2025,'Online Intl Wire MOHAMMAD RASHEDUL MOHAMMAD RASHEDUL ALAM 000000000000595,,3000.00
01/24/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000594,,44330.00
01/27/2025,'Preauthorized Credit NOVACT CORPORATI ACH PMT 17496-17520-17586- 17706 021000021142949,2604.08,
01/27/2025,'Wire Transfer-in PROWINCH LLCBMG O PROWINCH LLC 000000000000285,850.00,
01/27/2025,'Wire Transfer-in AMCOR RIGID PACKAG AMCOR RIGID PACKAG ING DE VENEZUE 000000000000009,9154.85,
01/27/2025,'Intl Wire Xfer Debit AIR CARGO PROFESSI AIR CARGO PROFESSI ONALS (HAMBURG) 000000000000483,,10202.89
01/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250127 001706210000157,,1036.12
01/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250127 001706210000139,,2617.35
01/27/2025,'Online Intl Wire MARIELA ARELY GADE MARIELA ARELY GADE A MELENDEZ 000000000000510,,1330.00
01/28/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250128 768696360 113000029870228,5315.48,
01/28/2025,Deposit 000007187906370,95782.00,
01/28/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250127 BATCH 6695980 081000607947282,,304.50
01/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250128 001346010000003,,7079.00
01/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250128 001346010000009,,200.00
01/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250128 001346010000013,,8910.00
01/29/2025,'Preauthorized Credit GLOBAL CARGO AND ACH CREDIT 250129 053101128442872,5200.00,
01/29/2025,Deposit 000007187923660,1190.00,
01/29/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000180,12951.64,
01/29/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000179,17820.00,
01/29/2025,Deposit 000007187911770,21030.00,
01/29/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250128 BATCH 6698124 081000609267803,,114.50
01/29/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,141.45
01/30/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250130 11160072897 021000026332402,1000.00,
01/30/2025,Deposit 000007187927210,1470.40,
01/30/2025,'Wire Transfer-in FAMILY MARKET C.AP FAMILY MARKET C.A 000000000000008,4850.00,
01/30/2025,'Wire Transfer-in AMCOR RIGID PACKAG AMCOR RIGID PACKAG ING DE VENEZUE 000000000000516,14531.09,
01/30/2025,'Intl Wire Xfer Debit CARGO MOVERS GMBHD CARGO MOVERS GMBH 000000000000404,,11773.02
01/30/2025,'Preauthorized Wd TECH CARGO LLC ACH 250130 001302420000001,,983.00
01/30/2025,'Preauthorized Wd TECH CARGO LLC ACH 250130 001302420000006,,8250.00
01/30/2025,'Preauthorized Wd TECH CARGO LLC ACH 250130 001704080000132,,1315.00
01/30/2025,Check 2466 000007111906870,,1344.64
01/30/2025,Check 2467 000007111921770,,180.00
01/30/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000366,,1499.02
01/30/2025,'Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000367,,7000.00
01/30/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000365,,60450.00
01/31/2025,'Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLU TIONS (BES) SRL 000000000000243,5940.00,
01/31/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
02/03/2025,'Wire Transfer-in 1/BINLLOSSERA SA.B 1/BINLLOSSERA SA. 000000000000033,3820.00,
02/03/2025,Deposit 000007187979140,124280.00,
02/03/2025,'Preauthorized Wd SOLSTICE SOLSTICE 250203 ST-X4A9R2S1B5N6 091000012616734,,241.14
02/03/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250131 BATCH 6710776 081000603691781,,387.00
02/03/2025,'Preauthorized Wd MERCHANT BNKCD DISCOUNT 250203 938206002884 026008812020109,,61.10
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000016,,2400.00
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000032,,11305.00
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000153,,689.70
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000134,,1035.06
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000069,,11357.00
02/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250203 001709520000038,,15645.00
02/03/2025,Check 2468 000007112083280,,1700.00
02/03/2025,Check 2471 000007112091040,,3600.00
02/03/2025,Check 2472 000007112083260,,2200.00
02/03/2025,'Online Intl Wire POLISH FORWARDING POLISH FORWARDING COMPANY SP. Z O.O 000000000000645,,780.00
02/03/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000646,,93572.00
02/04/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250204 00730293 028000082094536,1575.00,
02/04/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250204 11160618747 021000022672725,1000.00,
02/04/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250204 770313678 113000020391678,8976.45,
02/04/2025,'Preauthorized Credit SUPRICOM LLC SENDER 250204 770620502 113000020404196,16254.00,
02/04/2025,'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000462,2911.43,
02/04/2025,'Preauthorized Wd LEASEDIRECT 11199_1 INV# 589061972 DUE 02/01/25 REC# 174 8926 043000091476993,,339.78
02/04/2025,'Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 250204 173024217729 043000263445327,,3004.04
02/04/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250203 BATCH 6715909 081000605869402,,130.00
02/04/2025,'Preauthorized Wd VISA PAYMENT 250204 091000015674513,,3548.60
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000090,,550.00
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000086,,1000.00
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000037,,2076.31
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000099,,4572.86
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000092,,6250.00
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000147,,800.00
02/04/2025,'Preauthorized Wd TECH CARGO LLC ACH 250204 001703540000148,,3715.39
02/04/2025,Check 2469 000007079178320,,5992.52
02/04/2025,Check 2473 000007079180660,,1786.67
02/05/2025,'Preauthorized Credit LOGISTIC SERVICE CORP PAY 250205 114000095767600,5260.00,
02/05/2025,'Preauthorized Credit ISO TOOLS LLC SENDER 250205 770991410 113000020470930,15189.77,
02/05/2025,Deposit 000007188034800,2225.00,
02/05/2025,'Preauthorized Wd MAERSK A/S 4300007651 250204 004300007651 111000020637249,,2670.00
02/05/2025,'Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000536,,17675.00
02/06/2025,Deposit 000007188059470,4950.00,
02/06/2025,'Intl Wire Xfer Debit WORLD WINE CARGO A WORLD WINE CARGO A LLIANCE S.L. 000000000000471,,1374.62
02/06/2025,'Preauthorized Wd MAGAYA ACH 7868459150 250206 0360000510 026073189072742,,2821.16
02/06/2025,'Preauthorized Wd TECH CARGO LLC ACH 250206 001332580000003,,1908.20
02/06/2025,Check 2470 000007079472650,,280.00
02/06/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000459,,497.42
02/06/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,23673.57
02/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250207 001715430000117,,10482.00
02/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250207 001715430000154,,10690.23
02/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250207 001715430000093,,14285.00
02/07/2025,'Online Domestic Wire MYD TRADING LLCJPM MYD TRADING LLC 000000000000597,,16053.27
02/07/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,5088.75
02/10/2025,'Preauthorized Wd AMWINS GRP BEN INS PREMIU 250210 091000014970671,,820.24
02/10/2025,'Preauthorized Wd MAERSK A/S 4360007344 250207 004360007344 111000027499983,,2248.00
02/10/2025,Check 2474 000007079605240,,900.00
02/11/2025,'Wire Transfer-in 1/JUMBO MARKET S A 1/JUMBO MARKET S A 000000000000224,1728.50,
02/11/2025,Deposit 000007188153110,184021.12,
02/11/2025,Deposit 000007188150240,205132.00,
02/11/2025,Check 2475 000007112555520,,3934.93
02/12/2025,'Preauthorized Credit CAPITAL LOGISTIC 17826 250212 6811688495 211274451062750,7360.00,
02/12/2025,'Wire Transfer-in EXCELL WATER PRODU EXCELL WATER PRODU CTION CONSULTIN 000000000000546,20.21,
02/12/2025,'Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E40013288\ 028000086243459,,650.10
02/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250212 001718480000016,,450.00
02/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250212 001718480000111,,33.56
02/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250212 001718480000151,,1533.75
02/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250212 001718480000105,,2000.00
02/12/2025,Check 2476 000007079875690,,3800.00
02/12/2025,Check 2477 000007079874960,,3200.00
02/13/2025,'Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 250213 TECH CARGO 067015770003852,3960.00,
02/13/2025,'Preauthorized Credit SENADUANA FREIGH ACH PMT INV 17821 021000029490433,72203.00,
02/13/2025,'Wire Transfer-in 1/INVERSIONES JG L 1/INVERSIONES JG L LC 000000000000599,1817.00,
02/13/2025,'Wire Transfer-in AMCOR RIGID PACKAG AMCOR RIGID PACKAG ING DE VENEZUE 000000000000631,17200.88,
02/13/2025,'Preauthorized Wd MASS MUTUAL INS. PREMIUM 250213 021000024398870,,107.89
02/13/2025,'Preauthorized Wd TECH CARGO LLC ACH 250213 001314230000047,,360.00
02/13/2025,'Preauthorized Wd TECH CARGO LLC ACH 250213 001314230000070,,4225.00
02/13/2025,'Online Intl Wire TRANSLOGISTIC SA D TRANSLOGISTIC SA D E CV 000000000000434,,18821.57
02/13/2025,'Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000433,,37521.20
02/13/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000432,,40300.00
02/14/2025,'Preauthorized Credit ACCELERATED PAYM CORP PAY 250214 TECH CARGO LLC 071000286098892,1511.09,
02/14/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250214 11162012168 021000023120878,1200.00,
02/14/2025,'Preauthorized Credit PROMO INTERNATIO ACH PMT INV. 17980 021000023115350,7079.00,
02/14/2025,'Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000339,150.00,
02/14/2025,Deposit 000007188208150,3675.00,
02/14/2025,'Transfer Debit Dp-Ls REF 0450916L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000214091640,,80000.00
02/14/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250214 021214893115087,,2733.00
02/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250214 001339470000014,,22.19
02/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250214 001339470000011,,736.96
02/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250214 001339470000008,,38575.00
02/14/2025,'Online Domestic Wire NEW SHIPPING USA I NEW SHIPPING USA I NC 000000000000469,,290.00
02/14/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000470,,76570.00
02/14/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
02/18/2025,'Preauthorized Credit GD GROUP SUPPLY SENDER 250218 772359092 113000021129127,21150.00,
02/18/2025,'Wire Transfer-in 1/SUPRICOMSABANCO 1/SUPRICOMSA 000000000000111,1960.00,
02/18/2025,'Wire Transfer-in 1/GRUPO SICILIA SA 1/GRUPO SICILIA SA 000000000000034,2055.00,
02/18/2025,'Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000089,3625.00,
02/18/2025,'Wire Transfer-in DISBATTERY LUBRICA DISBATTERY LUBRICA NTES LLC 000000000000335,35235.00,
02/18/2025,'Preauthorized Wd MAERSK A/S 4350007657 250214 004350007657 111000027186255,,2500.00
02/18/2025,'Preauthorized Wd TECH CARGO LLC ACH 250218 001712540000022,,2179.86
02/18/2025,'Preauthorized Wd TECH CARGO LLC ACH 250218 001712540000146,,715.00
02/18/2025,Check 2478 000007080187260,,1260.00
02/18/2025,Check 2479 000007080192480,,180.00
02/18/2025,'Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000815,,40377.00
02/18/2025,'Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000817,,59300.00
02/19/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250219 00732259 028000085862853,1575.00,
02/19/2025,'Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 250219 TECH CARGO 067015770009012,1950.00,
02/19/2025,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17823 - 17834 021000023390627,13703.42,
02/19/2025,'Preauthorized Credit MERCHANT BNKCD DEPOSIT 250219 938206002884 026008817342670,2931.38,
02/19/2025,Deposit 000007188264640,6621.77,
02/19/2025,'Wire Transfer-in PEARL MERCHANDISIN PEARL MERCHANDISIN G AND DISTRIBUTIO 000000000000228,9000.00,
02/19/2025,Deposit 000007188284520,9225.00,
02/19/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250219 021214893421231,,5624.97
02/19/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250218 BATCH 6760736 081000601726528,,2770.96
02/19/2025,'Preauthorized Wd TECH CARGO LLC ACH 250219 001702460000015,,3550.00
02/19/2025,'Preauthorized Wd TECH CARGO LLC ACH 250219 001702460000062,,25628.00
02/19/2025,Check 2480 000007112879720,,1500.00
02/19/2025,'Online Domestic Wire LEXISNEXIS RISK HO LEXISNEXIS RISK HO LDINGS INC 000000000000466,,350.00
02/19/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000465,,60450.00
02/20/2025,'Preauthorized Credit A & M GLOBAL SOL ACH PMT PAYMENT INV 17663- 17740-17747-17748 021000023041582,9301.65,
02/20/2025,Deposit 000007188292700,2060.00,
02/20/2025,'Wire Transfer-in LEXIMP LOGISTIC SA LEXIMP LOGISTIC SA S 000000000000278,2763.00,
02/20/2025,'Wire Transfer-in AMERICANA DE MONTA AMERICANA DE MONTA CARGAS C A 000000000000126,7175.00,
02/20/2025,'Preauthorized Wd VISA PAYMENT 250220 091000016269033,,3166.32
02/20/2025,Maintenance Fee ANALYSIS ACTIVITY FOR 01/25 000000000000000,,604.01
02/20/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,26245.10
02/21/2025,Deposit 000007188305380,290.00,
02/21/2025,'Intl Wire Xfer Debit MABEL MORERA PUJOL MABEL MORERA PUJOL 000000000000425,,2896.54
02/21/2025,'Preauthorized Wd MAERSK A/S 4340007807 250220 004340007807 111000029699688,,700.00
02/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250221 001713300000130,,1406.25
02/21/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000612,,1375.46
02/24/2025,'Preauthorized Credit ISO TOOLS LLC SENDER 250224 773973010 113000021467784,6000.00,
02/24/2025,'Wire Transfer-in COMPANIA GOLY S AB COMPANIA GOLY S A 000000000000401,1983.00,
02/24/2025,'Wire Transfer-in SBS LOGISTICS SING SBS LOGISTICS SING APORE PTE LTD 000000000000070,3130.00,
02/24/2025,'Wire Transfer-in INTER ANDINA JGBL INTER ANDINA JGBL SAC 000000000000030,6454.00,
02/24/2025,Deposit 000007188331490,166445.34,
02/24/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250221 BATCH 6777546 081000606147940,,1191.22
02/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250224 001154010000086,,27632.50
02/24/2025,Check 2481 000007113117300,,707.50
02/24/2025,'Online Intl Wire MOHAMMAD RASHEDUL MOHAMMAD RASHEDUL ALAM 000000000000294,,3308.00
02/24/2025,'Online Intl Wire SEEMANN PERUBANCO SEEMANN PERU 000000000000297,,4670.20
02/24/2025,'Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000295,,6600.00
02/24/2025,'Online Intl Wire HYDE (HONG KONG) I HYDE (HONG KONG) I NTERNATIONAL EXPR 000000000000465,,6800.00
02/24/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000296,,44330.00
02/25/2025,'Preauthorized Credit INELEC CORPORATI SENDER 250225 773794910 113000021539817,1445.00,
02/25/2025,'Preauthorized Credit COMPUTER PLANET ACH PMT INVOICE 17865 021000028489382,2000.00,
02/25/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250225 774479536 113000021552396,15336.05,
02/25/2025,'Wire Transfer-in 1/DEALS ENTERPRISE 1/DEALS ENTERPRISE S SA 000000000000070,1910.00,
02/25/2025,Deposit 000007188349580,5270.00,
